probe_id,gene_name,description
ENSCAFG00000047209,ENSCAFG00000047209,protein_coding
ENSCAFG00000049137,U4,snRNA
ENSCAFG00000047085,ENSCAFG00000047085,miRNA
ENSCAFG00000041628,ENSCAFG00000041628,protein_coding
ENSCAFG00000041105,ENSCAFG00000041105,pseudogene
ENSCAFG00000019302,OR2C1,protein_coding
ENSCAFG00000030295,ENSCAFG00000030295,protein_coding
ENSCAFG00000032448,ENSCAFG00000032448,protein_coding
ENSCAFG00000047975,ENSCAFG00000047975,pseudogene
ENSCAFG00000019292,ZNF263,protein_coding
ENSCAFG00000032077,TIGD7,protein_coding
ENSCAFG00000024473,MEFV,protein_coding
ENSCAFG00000031888,ZNF200,protein_coding
ENSCAFG00000024340,ENSCAFG00000024340,protein_coding
ENSCAFG00000030711,ENSCAFG00000030711,protein_coding
ENSCAFG00000041149,ZNF213,protein_coding
ENSCAFG00000023869,ZNF205,protein_coding
ENSCAFG00000019283,ZSCAN10,protein_coding
ENSCAFG00000019309,MMP25,protein_coding
ENSCAFG00000019312,BICDL2,protein_coding
ENSCAFG00000019317,THOC6,protein_coding
ENSCAFG00000019332,HCFC1R1,protein_coding
ENSCAFG00000023134,TNFRSF12A,protein_coding
ENSCAFG00000019337,CLDN6,protein_coding
ENSCAFG00000024263,CLDN9,protein_coding
ENSCAFG00000023132,ENSCAFG00000023132,protein_coding
ENSCAFG00000019338,PKMYT1,protein_coding
ENSCAFG00000019340,PAQR4,protein_coding
ENSCAFG00000019341,KREMEN2,protein_coding
ENSCAFG00000019343,FLYWCH1,protein_coding
ENSCAFG00000030752,FLYWCH2,protein_coding
ENSCAFG00000044285,ENSCAFG00000044285,lncRNA
ENSCAFG00000019346,SRRM2,protein_coding
ENSCAFG00000043582,ENSCAFG00000043582,protein_coding
ENSCAFG00000019351,ELOB,protein_coding
ENSCAFG00000045657,PRSS33,protein_coding
ENSCAFG00000048190,ENSCAFG00000048190,protein_coding
ENSCAFG00000019335,ENSCAFG00000019335,protein_coding
ENSCAFG00000019353,PRSS21,protein_coding
ENSCAFG00000019354,ZG16B,protein_coding
ENSCAFG00000023636,PRSS22,protein_coding
ENSCAFG00000042548,ENSCAFG00000042548,protein_coding
ENSCAFG00000019357,KCTD5,protein_coding
ENSCAFG00000018788,PLA2G10,protein_coding
ENSCAFG00000032410,TMEM225B,protein_coding
ENSCAFG00000020053,PALMD,protein_coding
ENSCAFG00000016284,CARD11,protein_coding
ENSCAFG00000021052,U6,snRNA
ENSCAFG00000013405,RHBDD2,protein_coding
ENSCAFG00000049099,ENSCAFG00000049099,lncRNA
ENSCAFG00000031555,ENSCAFG00000031555,protein_coding
ENSCAFG00000018791,BFAR,protein_coding
ENSCAFG00000019358,PDPK1,protein_coding
ENSCAFG00000029596,GNA12,protein_coding
ENSCAFG00000036031,ENSCAFG00000036031,lncRNA
ENSCAFG00000020056,PLPPR4,protein_coding
ENSCAFG00000016345,AMZ1,protein_coding
ENSCAFG00000031787,ZNF655,protein_coding
ENSCAFG00000017492,ARHGAP17,protein_coding
ENSCAFG00000016970,MVP,protein_coding
ENSCAFG00000020321,TTLL7,protein_coding
ENSCAFG00000020057,PLPPR5,protein_coding
ENSCAFG00000016358,BRAT1,protein_coding
ENSCAFG00000013467,POR,protein_coding
ENSCAFG00000026986,U6,snRNA
ENSCAFG00000020058,SNX7,protein_coding
ENSCAFG00000018795,PARN,protein_coding
ENSCAFG00000019360,ENSCAFG00000019360,protein_coding
ENSCAFG00000036222,ENSCAFG00000036222,lncRNA
ENSCAFG00000045414,ENSCAFG00000045414,miRNA
ENSCAFG00000038476,ENSCAFG00000038476,lncRNA
ENSCAFG00000048725,ENSCAFG00000048725,lncRNA
ENSCAFG00000049234,ENSCAFG00000049234,lncRNA
ENSCAFG00000046004,ENSCAFG00000046004,lncRNA
ENSCAFG00000020516,ENSCAFG00000020516,miRNA
ENSCAFG00000047738,U4,snRNA
ENSCAFG00000023158,ZKSCAN5,protein_coding
ENSCAFG00000016379,IQCE,protein_coding
ENSCAFG00000019303,ENSCAFG00000019303,pseudogene
ENSCAFG00000020062,DPYD,protein_coding
ENSCAFG00000015012,ZNF394,protein_coding
ENSCAFG00000019363,ATP6V0C,protein_coding
ENSCAFG00000019365,ENSCAFG00000019365,protein_coding
ENSCAFG00000043342,ENSCAFG00000043342,lncRNA
ENSCAFG00000046857,ENSCAFG00000046857,lncRNA
ENSCAFG00000030977,ZNF789,protein_coding
ENSCAFG00000038054,ENSCAFG00000038054,lncRNA
ENSCAFG00000043860,ENSCAFG00000043860,lncRNA
ENSCAFG00000048735,ENSCAFG00000048735,lncRNA
ENSCAFG00000042080,ENSCAFG00000042080,miRNA
ENSCAFG00000041616,ENSCAFG00000041616,miRNA
ENSCAFG00000019366,NTN3,protein_coding
ENSCAFG00000019368,TEDC2,protein_coding
ENSCAFG00000016392,TTYH3,protein_coding
ENSCAFG00000032759,CDIPT,protein_coding
ENSCAFG00000043188,ENSCAFG00000043188,protein_coding
ENSCAFG00000016991,SEZ6L2,protein_coding
ENSCAFG00000020593,ENSCAFG00000020593,miRNA
ENSCAFG00000017007,ASPHD1,protein_coding
ENSCAFG00000025734,ENSCAFG00000025734,miRNA
ENSCAFG00000041638,ENSCAFG00000041638,lncRNA
ENSCAFG00000026884,U6,snRNA
ENSCAFG00000018810,MRTFB,protein_coding
ENSCAFG00000024665,ENSCAFG00000024665,protein_coding
ENSCAFG00000041404,U4,snRNA
ENSCAFG00000049548,ENSCAFG00000049548,lncRNA
ENSCAFG00000018827,ERCC4,protein_coding
ENSCAFG00000043514,ENSCAFG00000043514,lncRNA
ENSCAFG00000046254,ENSCAFG00000046254,lncRNA
ENSCAFG00000036763,ENSCAFG00000036763,lncRNA
ENSCAFG00000038486,ENSCAFG00000038486,lncRNA
ENSCAFG00000018839,SHISA9,protein_coding
ENSCAFG00000044126,ENSCAFG00000044126,protein_coding
ENSCAFG00000020080,PTBP2,protein_coding
ENSCAFG00000042664,ENSCAFG00000042664,lncRNA
ENSCAFG00000038744,ENSCAFG00000038744,lncRNA
ENSCAFG00000044882,ENSCAFG00000044882,lncRNA
ENSCAFG00000045157,ENSCAFG00000045157,lncRNA
ENSCAFG00000044744,ENSCAFG00000044744,lncRNA
ENSCAFG00000040042,ENSCAFG00000040042,lncRNA
ENSCAFG00000028915,RWDD3,protein_coding
ENSCAFG00000020100,TLCD4,protein_coding
ENSCAFG00000028533,ENSCAFG00000028533,protein_coding
ENSCAFG00000016399,LFNG,protein_coding
ENSCAFG00000037140,ENSCAFG00000037140,lncRNA
ENSCAFG00000019372,CCNF,protein_coding
ENSCAFG00000020102,ALG14,protein_coding
ENSCAFG00000030194,CPPED1,protein_coding
ENSCAFG00000017014,KCTD13,protein_coding
ENSCAFG00000017501,SLC5A11,protein_coding
ENSCAFG00000049156,ENSCAFG00000049156,protein_coding
ENSCAFG00000013483,TMEM120A,protein_coding
ENSCAFG00000041524,U3,snoRNA
ENSCAFG00000040991,ENSCAFG00000040991,lncRNA
ENSCAFG00000041937,ENSCAFG00000041937,lncRNA
ENSCAFG00000046945,ENSCAFG00000046945,lncRNA
ENSCAFG00000043844,ENSCAFG00000043844,lncRNA
ENSCAFG00000016403,GRIFIN,protein_coding
ENSCAFG00000018849,SNX29,protein_coding
ENSCAFG00000020104,CNN3,protein_coding
ENSCAFG00000017039,TAOK2,protein_coding
ENSCAFG00000016406,CHST12,protein_coding
ENSCAFG00000042873,ENSCAFG00000042873,lncRNA
ENSCAFG00000048327,ENSCAFG00000048327,protein_coding
ENSCAFG00000019376,ENSCAFG00000019376,protein_coding
ENSCAFG00000046657,ENSCAFG00000046657,pseudogene
ENSCAFG00000043314,ENSCAFG00000043314,protein_coding
ENSCAFG00000018852,TNFRSF17,protein_coding
ENSCAFG00000018856,GSPT1,protein_coding
ENSCAFG00000020108,SLC44A3,protein_coding
ENSCAFG00000019379,ABCA3,protein_coding
ENSCAFG00000017531,TNRC6A,protein_coding
ENSCAFG00000015036,CPSF4,protein_coding
ENSCAFG00000018865,RSL1D1,protein_coding
ENSCAFG00000047747,ENSCAFG00000047747,lncRNA
ENSCAFG00000019397,RNPS1,protein_coding
ENSCAFG00000020747,U6,snRNA
ENSCAFG00000016418,EIF3B,protein_coding
ENSCAFG00000021273,U6,snRNA
ENSCAFG00000027368,U6,snRNA
ENSCAFG00000018876,ZC3H7A,protein_coding
ENSCAFG00000017566,RBBP6,protein_coding
ENSCAFG00000020110,F3,protein_coding
ENSCAFG00000013515,ENSCAFG00000013515,protein_coding
ENSCAFG00000018890,TXNDC11,protein_coding
ENSCAFG00000018904,SNN,protein_coding
ENSCAFG00000037640,ENSCAFG00000037640,lncRNA
ENSCAFG00000045554,ENSCAFG00000045554,lncRNA
ENSCAFG00000030466,ENSCAFG00000030466,protein_coding
ENSCAFG00000049377,ENSCAFG00000049377,pseudogene
ENSCAFG00000017059,HIRIP3,protein_coding
ENSCAFG00000030058,ECI1,protein_coding
ENSCAFG00000049133,ENSCAFG00000049133,lncRNA
ENSCAFG00000029598,DNASE1L2,protein_coding
ENSCAFG00000017065,INO80E,protein_coding
ENSCAFG00000048283,ENSCAFG00000048283,lncRNA
ENSCAFG00000047649,ENSCAFG00000047649,miRNA
ENSCAFG00000050040,ENSCAFG00000050040,lncRNA
ENSCAFG00000017571,CACNG3,protein_coding
ENSCAFG00000017075,DOC2A,protein_coding
ENSCAFG00000035586,ENSCAFG00000035586,lncRNA
ENSCAFG00000031312,TNP2,protein_coding
ENSCAFG00000017622,PRKCB,protein_coding
ENSCAFG00000017083,C6H16orf92,protein_coding
ENSCAFG00000042933,TLCD3B,protein_coding
ENSCAFG00000037784,ENSCAFG00000037784,lncRNA
ENSCAFG00000027307,U4,snRNA
ENSCAFG00000018912,RMI2,protein_coding
ENSCAFG00000017643,ERN2,protein_coding
ENSCAFG00000046158,ENSCAFG00000046158,protein_coding
ENSCAFG00000043427,PRM2,protein_coding
ENSCAFG00000020112,ABCD3,protein_coding
ENSCAFG00000017658,PLK1,protein_coding
ENSCAFG00000046727,ENSCAFG00000046727,lncRNA
ENSCAFG00000045227,ENSCAFG00000045227,lncRNA
ENSCAFG00000046492,ENSCAFG00000046492,lncRNA
ENSCAFG00000017666,DCTN5,protein_coding
ENSCAFG00000020116,ARHGAP29,protein_coding
ENSCAFG00000030772,PALB2,protein_coding
ENSCAFG00000017667,ENSCAFG00000017667,protein_coding
ENSCAFG00000017670,UBFD1,protein_coding
ENSCAFG00000018916,SOCS1,protein_coding
ENSCAFG00000047248,ENSCAFG00000047248,lncRNA
ENSCAFG00000017673,EARS2,protein_coding
ENSCAFG00000018920,CLEC16A,protein_coding
ENSCAFG00000020121,ABCA4,protein_coding
ENSCAFG00000018923,DEXI,protein_coding
ENSCAFG00000017677,GGA2,protein_coding
ENSCAFG00000017682,COG7,protein_coding
ENSCAFG00000018931,CIITA,protein_coding
ENSCAFG00000042338,ENSCAFG00000042338,pseudogene
ENSCAFG00000017687,SCNN1B,protein_coding
ENSCAFG00000044087,ENSCAFG00000044087,lncRNA
ENSCAFG00000018938,TVP23A,protein_coding
ENSCAFG00000020128,DNTTIP2,protein_coding
ENSCAFG00000039831,ENSCAFG00000039831,lncRNA
ENSCAFG00000018947,NUBP1,protein_coding
ENSCAFG00000017690,SCNN1G,protein_coding
ENSCAFG00000017694,USP31,protein_coding
ENSCAFG00000018953,TEKT5,protein_coding
ENSCAFG00000030242,HS3ST2,protein_coding
ENSCAFG00000020133,BCAR3,protein_coding
ENSCAFG00000017706,OTOA,protein_coding
ENSCAFG00000018959,EMP2,protein_coding
ENSCAFG00000018963,ATF7IP2,protein_coding
ENSCAFG00000017710,METTL9,protein_coding
ENSCAFG00000018970,GRIN2A,protein_coding
ENSCAFG00000017712,IGSF6,protein_coding
ENSCAFG00000020135,FNBP1L,protein_coding
ENSCAFG00000017726,ENSCAFG00000017726,protein_coding
ENSCAFG00000017728,CDR2,protein_coding
ENSCAFG00000049149,ENSCAFG00000049149,lncRNA
ENSCAFG00000042884,ENSCAFG00000042884,lncRNA
ENSCAFG00000047101,ENSCAFG00000047101,lncRNA
ENSCAFG00000042302,ENSCAFG00000042302,lncRNA
ENSCAFG00000018981,C6H16orf72,protein_coding
ENSCAFG00000018993,USP7,protein_coding
ENSCAFG00000017733,POLR3E,protein_coding
ENSCAFG00000043670,LITAFD,protein_coding
ENSCAFG00000020141,DR1,protein_coding
ENSCAFG00000019003,CARHSP1,protein_coding
ENSCAFG00000042339,ENSCAFG00000042339,protein_coding
ENSCAFG00000019010,PMM2,protein_coding
ENSCAFG00000019030,ABAT,protein_coding
ENSCAFG00000017716,EEF2K,protein_coding
ENSCAFG00000020143,CCDC18,protein_coding
ENSCAFG00000009752,ENSCAFG00000009752,protein_coding
ENSCAFG00000042773,ENSCAFG00000042773,lncRNA
ENSCAFG00000045618,ENSCAFG00000045618,protein_coding
ENSCAFG00000019042,METTL22,protein_coding
ENSCAFG00000017741,VWA3A,protein_coding
ENSCAFG00000017749,MOSMO,protein_coding
ENSCAFG00000017751,PDZD9,protein_coding
ENSCAFG00000017756,UQCRC2,protein_coding
ENSCAFG00000019082,RBFOX1,protein_coding
ENSCAFG00000020146,TMED5,protein_coding
ENSCAFG00000017787,ENSCAFG00000017787,protein_coding
ENSCAFG00000020147,MTF2,protein_coding
ENSCAFG00000043409,ENSCAFG00000043409,lncRNA
ENSCAFG00000026440,SNORD58,snoRNA
ENSCAFG00000020148,DIPK1A,protein_coding
ENSCAFG00000043432,ENSCAFG00000043432,protein_coding
ENSCAFG00000019089,ENSCAFG00000019089,protein_coding
ENSCAFG00000019092,ENSCAFG00000019092,protein_coding
ENSCAFG00000019111,ENSCAFG00000019111,protein_coding
ENSCAFG00000042713,ENSCAFG00000042713,protein_coding
ENSCAFG00000023577,ENSCAFG00000023577,protein_coding
ENSCAFG00000017807,CRYM,protein_coding
ENSCAFG00000017810,ANKS4B,protein_coding
ENSCAFG00000017814,ZP2,protein_coding
ENSCAFG00000017844,DNAH3,protein_coding
ENSCAFG00000031060,LYRM1,protein_coding
ENSCAFG00000041522,ENSCAFG00000041522,lncRNA
ENSCAFG00000017880,DCUN1D3,protein_coding
ENSCAFG00000017924,REXO5,protein_coding
ENSCAFG00000017939,ERI2,protein_coding
ENSCAFG00000017952,ACSM3,protein_coding
ENSCAFG00000017985,THUMPD1,protein_coding
ENSCAFG00000023236,ACSM4,protein_coding
ENSCAFG00000045293,ENSCAFG00000045293,pseudogene
ENSCAFG00000047310,ENSCAFG00000047310,lncRNA
ENSCAFG00000024109,ENSCAFG00000024109,protein_coding
ENSCAFG00000023658,ACSM5,protein_coding
ENSCAFG00000018015,PDILT,protein_coding
ENSCAFG00000018021,UMOD,protein_coding
ENSCAFG00000018023,GP2,protein_coding
ENSCAFG00000019388,E4F1,protein_coding
ENSCAFG00000015055,ENSCAFG00000015055,protein_coding
ENSCAFG00000019401,ENSCAFG00000019401,protein_coding
ENSCAFG00000013537,SRRM3,protein_coding
ENSCAFG00000016426,SNX8,protein_coding
ENSCAFG00000042952,ENSCAFG00000042952,protein_coding
ENSCAFG00000015065,ENSCAFG00000015065,protein_coding
ENSCAFG00000019404,BRICD5,protein_coding
ENSCAFG00000026614,ENSCAFG00000026614,miRNA
ENSCAFG00000015074,PDAP1,protein_coding
ENSCAFG00000008221,ENSCAFG00000008221,protein_coding
ENSCAFG00000041720,ENSCAFG00000041720,protein_coding
ENSCAFG00000015081,ARPC1B,protein_coding
ENSCAFG00000016431,NUDT1,protein_coding
ENSCAFG00000013544,HSPB1,protein_coding
ENSCAFG00000013549,YWHAG,protein_coding
ENSCAFG00000016434,MRM2,protein_coding
ENSCAFG00000017089,PPP4C,protein_coding
ENSCAFG00000015094,ARPC1A,protein_coding
ENSCAFG00000013639,SSC4D,protein_coding
ENSCAFG00000016463,MAD1L1,protein_coding
ENSCAFG00000017092,TBX6,protein_coding
ENSCAFG00000029149,U6,snRNA
ENSCAFG00000013648,ZP3,protein_coding
ENSCAFG00000017095,YPEL3,protein_coding
ENSCAFG00000015118,ENSCAFG00000015118,protein_coding
ENSCAFG00000047822,ENSCAFG00000047822,lncRNA
ENSCAFG00000048636,ENSCAFG00000048636,lncRNA
ENSCAFG00000016478,PSMG3,protein_coding
ENSCAFG00000015125,KPNA7,protein_coding
ENSCAFG00000043609,ENSCAFG00000043609,lncRNA
ENSCAFG00000013614,DTX2,protein_coding
ENSCAFG00000015133,SMURF1,protein_coding
ENSCAFG00000017104,GDPD3,protein_coding
ENSCAFG00000021003,U6,snRNA
ENSCAFG00000015158,ENSCAFG00000015158,pseudogene
ENSCAFG00000016479,TMEM184A,protein_coding
ENSCAFG00000017108,MAPK3,protein_coding
ENSCAFG00000015164,ENSCAFG00000015164,protein_coding
ENSCAFG00000043687,ENSCAFG00000043687,lncRNA
ENSCAFG00000017110,CORO1A,protein_coding
ENSCAFG00000016491,MAFK,protein_coding
ENSCAFG00000010622,ENSCAFG00000010622,protein_coding
ENSCAFG00000013651,UPK3B,protein_coding
ENSCAFG00000015242,TRRAP,protein_coding
ENSCAFG00000016526,INTS1,protein_coding
ENSCAFG00000013653,ENSCAFG00000013653,protein_coding
ENSCAFG00000049186,ENSCAFG00000049186,protein_coding
ENSCAFG00000017118,ENSCAFG00000017118,protein_coding
ENSCAFG00000013668,ENSCAFG00000013668,protein_coding
ENSCAFG00000049943,ENSCAFG00000049943,lncRNA
ENSCAFG00000023057,MICALL2,protein_coding
ENSCAFG00000046849,ENSCAFG00000046849,lncRNA
ENSCAFG00000045644,ENSCAFG00000045644,lncRNA
ENSCAFG00000046289,ENSCAFG00000046289,lncRNA
ENSCAFG00000011794,UNCX,protein_coding
ENSCAFG00000042918,ENSCAFG00000042918,lncRNA
ENSCAFG00000013683,ENSCAFG00000013683,protein_coding
ENSCAFG00000017127,SGF29,protein_coding
ENSCAFG00000013699,LRWD1,protein_coding
ENSCAFG00000011773,C6H7orf50,protein_coding
ENSCAFG00000049884,ENSCAFG00000049884,snoRNA
ENSCAFG00000015328,TMEM130,protein_coding
ENSCAFG00000011783,ENSCAFG00000011783,protein_coding
ENSCAFG00000011781,GPER1,protein_coding
ENSCAFG00000015333,NPTX2,protein_coding
ENSCAFG00000011778,ENSCAFG00000011778,protein_coding
ENSCAFG00000017122,SULT1A1,protein_coding
ENSCAFG00000049121,ENSCAFG00000049121,miRNA
ENSCAFG00000011775,GPR146,protein_coding
ENSCAFG00000015351,BAIAP2L1,protein_coding
ENSCAFG00000025662,ENSCAFG00000025662,miRNA
ENSCAFG00000015362,BRI3,protein_coding
ENSCAFG00000011551,CYP2W1,protein_coding
ENSCAFG00000013712,ALKBH4,protein_coding
ENSCAFG00000015408,TECPR1,protein_coding
ENSCAFG00000013714,ORAI2,protein_coding
ENSCAFG00000011350,COX19,protein_coding
ENSCAFG00000011344,ADAP1,protein_coding
ENSCAFG00000032416,PRKRIP1,protein_coding
ENSCAFG00000011309,GET4,protein_coding
ENSCAFG00000017130,NUPR1,protein_coding
ENSCAFG00000031198,SH2B2,protein_coding
ENSCAFG00000017132,IL27,protein_coding
ENSCAFG00000017135,APOBR,protein_coding
ENSCAFG00000013749,CUX1,protein_coding
ENSCAFG00000011273,SUN1,protein_coding
ENSCAFG00000017139,CLN3,protein_coding
ENSCAFG00000032701,U6,snRNA
ENSCAFG00000041309,ENSCAFG00000041309,lncRNA
ENSCAFG00000046820,ENSCAFG00000046820,lncRNA
ENSCAFG00000050064,ENSCAFG00000050064,lncRNA
ENSCAFG00000013765,MYL10,protein_coding
ENSCAFG00000011256,DNAAF5,protein_coding
ENSCAFG00000011233,PRKAR1B,protein_coding
ENSCAFG00000047901,ENSCAFG00000047901,lncRNA
ENSCAFG00000040732,ENSCAFG00000040732,lncRNA
ENSCAFG00000013781,COL26A1,protein_coding
ENSCAFG00000044704,ENSCAFG00000044704,lncRNA
ENSCAFG00000048560,ENSCAFG00000048560,lncRNA
ENSCAFG00000013793,IFT22,protein_coding
ENSCAFG00000017143,ENSCAFG00000017143,protein_coding
ENSCAFG00000011193,PDGFA,protein_coding
ENSCAFG00000013800,FIS1,protein_coding
ENSCAFG00000023777,CLDN15,protein_coding
ENSCAFG00000013810,ZNHIT1,protein_coding
ENSCAFG00000048355,ENSCAFG00000048355,protein_coding
ENSCAFG00000041128,ENSCAFG00000041128,lncRNA
ENSCAFG00000017174,ATXN2L,protein_coding
ENSCAFG00000017216,TUFM,protein_coding
ENSCAFG00000017219,SH2B1,protein_coding
ENSCAFG00000046476,ENSCAFG00000046476,lncRNA
ENSCAFG00000042674,ENSCAFG00000042674,lncRNA
ENSCAFG00000045014,ENSCAFG00000045014,protein_coding
ENSCAFG00000047734,ENSCAFG00000047734,protein_coding
ENSCAFG00000029463,SPAG8,protein_coding
ENSCAFG00000001126,KLHL3,protein_coding
ENSCAFG00000012657,ENSCAFG00000012657,protein_coding
ENSCAFG00000001562,BNC2,protein_coding
ENSCAFG00000026594,ENSCAFG00000026594,miRNA
ENSCAFG00000012640,ENSCAFG00000012640,pseudogene
ENSCAFG00000026571,ENSCAFG00000026571,miRNA
ENSCAFG00000049978,ENSCAFG00000049978,lncRNA
ENSCAFG00000043868,ENSCAFG00000043868,lncRNA
ENSCAFG00000001731,ENSCAFG00000001731,protein_coding
ENSCAFG00000043000,ENSCAFG00000043000,lncRNA
ENSCAFG00000038152,ENSCAFG00000038152,lncRNA
ENSCAFG00000001734,ENSCAFG00000001734,protein_coding
ENSCAFG00000045590,ENSCAFG00000045590,protein_coding
ENSCAFG00000025986,U6,snRNA
ENSCAFG00000002240,HINT2,protein_coding
ENSCAFG00000021509,U4,snRNA
ENSCAFG00000026028,U6,snRNA
ENSCAFG00000046755,ENSCAFG00000046755,lncRNA
ENSCAFG00000033632,ENSCAFG00000033632,lncRNA
ENSCAFG00000044757,ENSCAFG00000044757,lncRNA
ENSCAFG00000042004,ENSCAFG00000042004,lncRNA
ENSCAFG00000045122,ENSCAFG00000045122,lncRNA
ENSCAFG00000045526,ENSCAFG00000045526,lncRNA
ENSCAFG00000045385,ENSCAFG00000045385,protein_coding
ENSCAFG00000001786,ACO1,protein_coding
ENSCAFG00000045515,ENSCAFG00000045515,protein_coding
ENSCAFG00000002242,FAM221B,protein_coding
ENSCAFG00000042532,ENSCAFG00000042532,protein_coding
ENSCAFG00000044893,ENSCAFG00000044893,protein_coding
ENSCAFG00000000498,ENSCAFG00000000498,protein_coding
ENSCAFG00000001807,DDX58,protein_coding
ENSCAFG00000026592,ENSCAFG00000026592,miRNA
ENSCAFG00000001132,HNRNPA0,protein_coding
ENSCAFG00000001809,TOPORS,protein_coding
ENSCAFG00000002250,TMEM8B,protein_coding
ENSCAFG00000001140,MYOT,protein_coding
ENSCAFG00000042570,ENSCAFG00000042570,protein_coding
ENSCAFG00000042049,ENSCAFG00000042049,lncRNA
ENSCAFG00000049053,ENSCAFG00000049053,lncRNA
ENSCAFG00000048742,OR13E1,protein_coding
ENSCAFG00000001812,APTX,protein_coding
ENSCAFG00000023939,OR13J1,protein_coding
ENSCAFG00000029080,HRCT1,protein_coding
ENSCAFG00000032537,ENSCAFG00000032537,protein_coding
ENSCAFG00000041705,ENSCAFG00000041705,lncRNA
ENSCAFG00000045785,SPAAR,protein_coding
ENSCAFG00000001566,CNTLN,protein_coding
ENSCAFG00000031872,ENSCAFG00000031872,protein_coding
ENSCAFG00000032008,OR13C7F,protein_coding
ENSCAFG00000031114,ENSCAFG00000031114,protein_coding
ENSCAFG00000001146,PKD2L2,protein_coding
ENSCAFG00000031867,OR13C7H,protein_coding
ENSCAFG00000029096,OR13C7G,protein_coding
ENSCAFG00000032491,ENSCAFG00000032491,protein_coding
ENSCAFG00000002281,RECK,protein_coding
ENSCAFG00000000502,ENSCAFG00000000502,protein_coding
ENSCAFG00000043778,ENSCAFG00000043778,protein_coding
ENSCAFG00000001818,DNAJA1,protein_coding
ENSCAFG00000001836,SMU1,protein_coding
ENSCAFG00000044650,IFGGB2,protein_coding
ENSCAFG00000001567,SH3GL2,protein_coding
ENSCAFG00000042216,ENSCAFG00000042216,protein_coding
ENSCAFG00000000497,ENSCAFG00000000497,protein_coding
ENSCAFG00000000494,OR2AI2,protein_coding
ENSCAFG00000001840,B4GALT1,protein_coding
ENSCAFG00000002292,CLTA,protein_coding
ENSCAFG00000000491,ENSCAFG00000000491,protein_coding
ENSCAFG00000001152,FAM13B,protein_coding
ENSCAFG00000047316,ENSCAFG00000047316,lncRNA
ENSCAFG00000030653,ENSCAFG00000030653,protein_coding
ENSCAFG00000041269,ENSCAFG00000041269,lncRNA
ENSCAFG00000047955,ENSCAFG00000047955,lncRNA
ENSCAFG00000032233,U6,snRNA
ENSCAFG00000001843,SPINK4,protein_coding
ENSCAFG00000001581,ADAMTSL1,protein_coding
ENSCAFG00000001844,BAG1,protein_coding
ENSCAFG00000000482,FLT4,protein_coding
ENSCAFG00000001846,ENSCAFG00000001846,protein_coding
ENSCAFG00000001162,WNT8A,protein_coding
ENSCAFG00000001848,NFX1,protein_coding
ENSCAFG00000046833,ENSCAFG00000046833,protein_coding
ENSCAFG00000001590,SAXO1,protein_coding
ENSCAFG00000002304,GNE,protein_coding
ENSCAFG00000044648,NME5,protein_coding
ENSCAFG00000001186,BRD8,protein_coding
ENSCAFG00000032347,RRAGA,protein_coding
ENSCAFG00000001598,HAUS6,protein_coding
